case_id,reference,sft_prediction,reference_grpo,grpo_prediction,sft_correct,grpo_correct
sc_2021_insc_661,allowed,allowed,allowed,dismissed,True,False
sc_1995_insc_546,allowed,allowed,allowed,allowed,True,True
in_abs_train_2723,dismissed,dismissed,dismissed,dismissed,True,True
sc_2023_insc_959,allowed,dismissed,allowed,dismissed,False,False
sc_2010_insc_683,dismissed,dismissed,dismissed,dismissed,True,True
sc_2009_insc_877,dismissed,dismissed,dismissed,allowed,True,False
sc_2019_insc_1390,dismissed,dismissed,dismissed,dismissed,True,True
sc_2002_insc_184,dismissed,allowed,dismissed,allowed,False,False
sc_1967_insc_26,dismissed,allowed,dismissed,allowed,False,False
sc_1998_insc_172,allowed,dismissed,allowed,dismissed,False,False
sc_2005_insc_574,dismissed,dismissed,dismissed,dismissed,True,True
sc_2011_insc_145,allowed,allowed,allowed,allowed,True,True
in_abs_train_5824,allowed,dismissed,allowed,dismissed,False,False
sc_2015_insc_97,dismissed,dismissed,dismissed,dismissed,True,True
sc_2021_insc_103,allowed,dismissed,allowed,dismissed,False,False
sc_2006_insc_983,allowed,allowed,allowed,allowed,True,True
sc_2006_insc_838,dismissed,dismissed,dismissed,dismissed,True,True
sc_1968_insc_162,allowed,allowed,allowed,allowed,True,True
sc_1993_insc_61,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_7045,allowed,allowed,allowed,dismissed,True,False
sc_2012_insc_606,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_276,allowed,dismissed,allowed,dismissed,False,False
sc_1977_insc_45,allowed,dismissed,allowed,allowed,False,True
in_abs_train_3087,allowed,allowed,allowed,dismissed,True,False
sc_2008_insc_959,allowed,allowed,allowed,allowed,True,True
sc_1965_insc_96,dismissed,dismissed,dismissed,dismissed,True,True
sc_2010_insc_543,dismissed,allowed,dismissed,dismissed,False,True
sc_1988_insc_174,dismissed,dismissed,dismissed,dismissed,True,True
sc_2022_insc_1122,allowed,dismissed,allowed,dismissed,False,False
sc_2024_insc_154,allowed,allowed,allowed,allowed,True,True
sc_2022_insc_647,allowed,allowed,allowed,allowed,True,True
in_abs_train_2169,dismissed,allowed,dismissed,allowed,False,False
sc_2019_insc_517,allowed,dismissed,allowed,dismissed,False,False
sc_1955_insc_55,allowed,dismissed,allowed,dismissed,False,False
sc_2009_insc_950,dismissed,dismissed,dismissed,dismissed,True,True
sc_2003_insc_647,allowed,allowed,allowed,allowed,True,True
in_abs_train_1368,dismissed,allowed,dismissed,dismissed,False,True
sc_2000_insc_262,allowed,dismissed,allowed,dismissed,False,False
sc_2010_insc_715,allowed,dismissed,allowed,allowed,False,True
sc_2017_insc_1075,allowed,dismissed,allowed,dismissed,False,False
sc_2009_insc_243,allowed,dismissed,allowed,dismissed,False,False
sc_2023_insc_967,allowed,allowed,allowed,allowed,True,True
sc_1964_insc_233,dismissed,allowed,dismissed,allowed,False,False
sc_2020_insc_503,allowed,dismissed,allowed,dismissed,False,False
sc_1991_insc_272,dismissed,allowed,dismissed,allowed,False,False
sc_1961_insc_307,dismissed,allowed,dismissed,allowed,False,False
sc_2007_insc_951,allowed,allowed,allowed,allowed,True,True
in_abs_train_943,dismissed,dismissed,dismissed,dismissed,True,True
sc_2006_insc_906,allowed,dismissed,allowed,allowed,False,True
in_abs_train_5175,allowed,dismissed,allowed,dismissed,False,False
sc_1997_insc_513,allowed,allowed,allowed,dismissed,True,False
sc_2012_insc_450,dismissed,allowed,dismissed,allowed,False,False
sc_2023_insc_380,allowed,allowed,allowed,dismissed,True,False
in_abs_train_909,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6598,dismissed,allowed,dismissed,allowed,False,False
sc_1996_insc_191,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_414,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_3383,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_1096,allowed,allowed,allowed,dismissed,True,False
sc_2017_insc_479,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_438,allowed,dismissed,allowed,dismissed,False,False
sc_1987_insc_254,dismissed,allowed,dismissed,allowed,False,False
sc_1963_insc_264,dismissed,allowed,dismissed,allowed,False,False
sc_2008_insc_1055,dismissed,allowed,dismissed,dismissed,False,True
sc_2021_insc_27,allowed,allowed,allowed,allowed,True,True
in_abs_train_5596,dismissed,allowed,dismissed,allowed,False,False
sc_2023_insc_1070,allowed,dismissed,allowed,dismissed,False,False
sc_1976_insc_214,allowed,allowed,allowed,allowed,True,True
sc_1996_insc_220,allowed,allowed,allowed,allowed,True,True
sc_2016_insc_289,allowed,allowed,allowed,allowed,True,True
in_abs_train_1798,dismissed,dismissed,dismissed,dismissed,True,True
sc_1967_insc_270,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_1534,dismissed,allowed,dismissed,dismissed,False,True
sc_2011_insc_423,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_395,allowed,dismissed,allowed,dismissed,False,False
sc_2018_insc_613,allowed,allowed,allowed,dismissed,True,False
sc_2009_insc_338,allowed,dismissed,allowed,dismissed,False,False
sc_1986_insc_204,allowed,allowed,allowed,allowed,True,True
sc_1961_insc_134,dismissed,dismissed,dismissed,dismissed,True,True
sc_2014_insc_530,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_4280,dismissed,allowed,dismissed,allowed,False,False
sc_1996_insc_1442,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6538,allowed,dismissed,allowed,dismissed,False,False
sc_1984_insc_10,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_708,allowed,allowed,allowed,allowed,True,True
sc_1998_insc_397,dismissed,dismissed,dismissed,dismissed,True,True
sc_1979_insc_155,allowed,dismissed,allowed,dismissed,False,False
sc_2004_insc_343,dismissed,allowed,dismissed,dismissed,False,True
sc_2004_insc_529,allowed,allowed,allowed,allowed,True,True
sc_2000_insc_433,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_5053,allowed,allowed,allowed,dismissed,True,False
sc_1988_insc_88,dismissed,allowed,dismissed,allowed,False,False
sc_1964_insc_270,dismissed,dismissed,dismissed,dismissed,True,True
sc_1971_insc_83,dismissed,dismissed,dismissed,dismissed,True,True
sc_2002_insc_404,allowed,dismissed,allowed,allowed,False,True
sc_1998_insc_396,allowed,unknown,allowed,dismissed,False,False
sc_1997_insc_638,dismissed,dismissed,dismissed,dismissed,True,True
sc_2008_insc_896,allowed,allowed,allowed,allowed,True,True
in_abs_train_371,dismissed,dismissed,dismissed,dismissed,True,True
sc_1951_insc_55,dismissed,dismissed,dismissed,dismissed,True,True
sc_2007_insc_217,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_2176,dismissed,dismissed,dismissed,dismissed,True,True
sc_1966_insc_200,dismissed,allowed,dismissed,allowed,False,False
sc_2002_insc_147,allowed,allowed,allowed,dismissed,True,False
sc_1956_insc_69,dismissed,dismissed,dismissed,dismissed,True,True
sc_2009_insc_764,dismissed,dismissed,dismissed,allowed,True,False
sc_1989_insc_354,dismissed,allowed,dismissed,allowed,False,False
sc_2004_insc_474,allowed,dismissed,allowed,allowed,False,True
sc_2018_insc_337,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_6736,allowed,allowed,allowed,allowed,True,True
sc_1968_insc_107,allowed,dismissed,allowed,allowed,False,True
sc_1961_insc_334,dismissed,allowed,dismissed,allowed,False,False
sc_2011_insc_803,dismissed,dismissed,dismissed,dismissed,True,True
sc_1986_insc_205,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_5907,dismissed,allowed,dismissed,allowed,False,False
sc_2008_insc_513,dismissed,allowed,dismissed,allowed,False,False
sc_1980_insc_160,dismissed,dismissed,dismissed,dismissed,True,True
sc_2003_insc_120,allowed,dismissed,allowed,allowed,False,True
sc_1983_insc_142,allowed,allowed,allowed,allowed,True,True
sc_1996_insc_322,dismissed,dismissed,dismissed,dismissed,True,True
sc_1996_insc_704,allowed,allowed,allowed,allowed,True,True
in_abs_train_4236,allowed,allowed,allowed,dismissed,True,False
sc_2020_insc_85,dismissed,allowed,dismissed,allowed,False,False
sc_1963_insc_60,allowed,allowed,allowed,dismissed,True,False
sc_2009_insc_411,allowed,allowed,allowed,allowed,True,True
sc_1958_insc_95,allowed,dismissed,allowed,dismissed,False,False
sc_2019_insc_1405,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_378,dismissed,dismissed,dismissed,dismissed,True,True
sc_1999_insc_112,allowed,dismissed,allowed,allowed,False,True
sc_1988_insc_365,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_2982,allowed,dismissed,allowed,allowed,False,True
sc_2005_insc_508,dismissed,dismissed,dismissed,dismissed,True,True
sc_2021_insc_411,dismissed,allowed,dismissed,allowed,False,False
sc_1961_insc_51,allowed,dismissed,allowed,dismissed,False,False
sc_2016_insc_1178,dismissed,dismissed,dismissed,allowed,True,False
sc_2001_insc_141,allowed,allowed,allowed,allowed,True,True
sc_1960_insc_164,dismissed,dismissed,dismissed,dismissed,True,True
sc_2000_insc_459,dismissed,allowed,dismissed,dismissed,False,True
sc_1983_insc_193,dismissed,allowed,dismissed,allowed,False,False
sc_2001_insc_543,allowed,dismissed,allowed,allowed,False,True
sc_2021_insc_96,allowed,allowed,allowed,allowed,True,True
sc_2001_insc_249,dismissed,dismissed,dismissed,dismissed,True,True
sc_1998_insc_455,dismissed,dismissed,dismissed,dismissed,True,True
sc_2004_insc_625,allowed,allowed,allowed,dismissed,True,False
sc_2017_insc_1146,dismissed,dismissed,dismissed,dismissed,True,True
sc_1978_insc_52,dismissed,dismissed,dismissed,dismissed,True,True
sc_1960_insc_107,allowed,dismissed,allowed,dismissed,False,False
sc_2017_insc_221,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_6497,dismissed,dismissed,dismissed,dismissed,True,True
sc_2004_insc_530,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_4200,dismissed,dismissed,dismissed,dismissed,True,True
sc_1998_insc_299,allowed,dismissed,allowed,dismissed,False,False
sc_1965_insc_8,dismissed,allowed,dismissed,allowed,False,False
sc_2023_insc_621,allowed,allowed,allowed,allowed,True,True
sc_2009_insc_1311,dismissed,dismissed,dismissed,dismissed,True,True
sc_2015_insc_73,allowed,allowed,allowed,dismissed,True,False
sc_1997_insc_370,allowed,allowed,allowed,dismissed,True,False
in_abs_train_5325,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2927,allowed,dismissed,allowed,dismissed,False,False
sc_1999_insc_313,allowed,dismissed,allowed,dismissed,False,False
sc_1994_insc_519,dismissed,allowed,dismissed,allowed,False,False
sc_1952_insc_79,dismissed,allowed,dismissed,allowed,False,False
sc_2007_insc_1198,allowed,dismissed,allowed,dismissed,False,False
sc_2011_insc_254,dismissed,dismissed,dismissed,dismissed,True,True
sc_1985_insc_23,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_1427,allowed,dismissed,allowed,dismissed,False,False
sc_1996_insc_942,dismissed,dismissed,dismissed,dismissed,True,True
sc_1954_insc_102,dismissed,dismissed,dismissed,dismissed,True,True
sc_1994_insc_68,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_451,dismissed,dismissed,dismissed,dismissed,True,True
sc_2018_insc_965,allowed,dismissed,allowed,allowed,False,True
in_abs_train_2205,dismissed,dismissed,dismissed,allowed,True,False
sc_2014_insc_844,allowed,allowed,allowed,dismissed,True,False
in_abs_train_5472,dismissed,dismissed,dismissed,dismissed,True,True
sc_2018_insc_323,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_2471,dismissed,allowed,dismissed,dismissed,False,True
sc_1996_insc_1050,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_1907,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_4403,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_2513,dismissed,dismissed,dismissed,dismissed,True,True
sc_1975_insc_213,allowed,allowed,allowed,allowed,True,True
in_abs_train_1340,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_4291,allowed,dismissed,allowed,allowed,False,True
sc_2022_insc_783,dismissed,dismissed,dismissed,dismissed,True,True
sc_2010_insc_638,dismissed,allowed,dismissed,dismissed,False,True
sc_1961_insc_324,allowed,allowed,allowed,allowed,True,True
in_abs_train_6359,dismissed,dismissed,dismissed,dismissed,True,True
sc_1979_insc_80,dismissed,dismissed,dismissed,dismissed,True,True
sc_2018_insc_819,allowed,allowed,allowed,allowed,True,True
sc_1963_insc_80,allowed,dismissed,allowed,dismissed,False,False
sc_2007_insc_372,dismissed,dismissed,dismissed,dismissed,True,True
sc_2010_insc_656,dismissed,allowed,dismissed,allowed,False,False
sc_1972_insc_20,dismissed,dismissed,dismissed,dismissed,True,True
sc_2024_insc_55,allowed,dismissed,allowed,allowed,False,True
sc_2017_insc_1056,allowed,dismissed,allowed,dismissed,False,False
sc_1977_insc_77,dismissed,allowed,dismissed,dismissed,False,True
sc_1996_insc_286,dismissed,dismissed,dismissed,dismissed,True,True
sc_2007_insc_1274,dismissed,dismissed,dismissed,dismissed,True,True
sc_2016_insc_316,allowed,dismissed,allowed,allowed,False,True
sc_2005_insc_365,allowed,allowed,allowed,allowed,True,True
sc_1997_insc_409,allowed,allowed,allowed,allowed,True,True
sc_2010_insc_273,allowed,dismissed,allowed,allowed,False,True
sc_1992_insc_303,allowed,dismissed,allowed,dismissed,False,False
sc_2001_insc_65,allowed,allowed,allowed,allowed,True,True
sc_2016_insc_907,allowed,allowed,allowed,dismissed,True,False
sc_1997_insc_772,allowed,allowed,allowed,allowed,True,True
sc_2009_insc_968,dismissed,allowed,dismissed,allowed,False,False
sc_1988_insc_90,allowed,allowed,allowed,dismissed,True,False
sc_2022_insc_1325,allowed,dismissed,allowed,dismissed,False,False
sc_1995_insc_687,allowed,dismissed,allowed,dismissed,False,False
sc_1998_insc_483,allowed,allowed,allowed,allowed,True,True
sc_1973_insc_58,allowed,dismissed,allowed,dismissed,False,False
sc_1974_insc_199,allowed,unknown,allowed,unknown,False,False
sc_1980_insc_87,dismissed,dismissed,dismissed,dismissed,True,True
sc_1968_insc_304,dismissed,dismissed,dismissed,dismissed,True,True
sc_1959_insc_134,dismissed,allowed,dismissed,allowed,False,False
sc_1998_insc_8,dismissed,allowed,dismissed,allowed,False,False
sc_2018_insc_47,dismissed,allowed,dismissed,dismissed,False,True
sc_2009_insc_236,dismissed,dismissed,dismissed,dismissed,True,True
sc_2018_insc_24,allowed,allowed,allowed,allowed,True,True
sc_2007_insc_1201,dismissed,dismissed,dismissed,dismissed,True,True
sc_1973_insc_109,allowed,dismissed,allowed,dismissed,False,False
sc_1994_insc_87,allowed,allowed,allowed,dismissed,True,False
sc_1987_insc_122,allowed,allowed,allowed,allowed,True,True
sc_2008_insc_160,dismissed,allowed,dismissed,allowed,False,False
sc_1975_insc_60,dismissed,allowed,dismissed,dismissed,False,True
sc_2019_insc_931,dismissed,dismissed,dismissed,dismissed,True,True
sc_2003_insc_530,allowed,dismissed,allowed,dismissed,False,False
sc_1992_insc_251,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_5727,allowed,allowed,allowed,dismissed,True,False
sc_1984_insc_32,allowed,allowed,allowed,dismissed,True,False
sc_1989_insc_186,allowed,allowed,allowed,dismissed,True,False
sc_1963_insc_262,dismissed,dismissed,dismissed,dismissed,True,True
sc_2010_insc_192,dismissed,allowed,dismissed,dismissed,False,True
sc_1962_insc_344,allowed,allowed,allowed,dismissed,True,False
sc_2000_insc_436,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_4196,dismissed,dismissed,dismissed,dismissed,True,True
sc_2006_insc_62,allowed,allowed,allowed,dismissed,True,False
in_abs_train_423,dismissed,dismissed,dismissed,dismissed,True,True
sc_2007_insc_1035,allowed,dismissed,allowed,dismissed,False,False
sc_1987_insc_235,allowed,dismissed,allowed,dismissed,False,False
sc_1996_insc_1509,allowed,dismissed,allowed,dismissed,False,False
sc_1985_insc_234,dismissed,dismissed,dismissed,allowed,True,False
sc_2005_insc_573,allowed,allowed,allowed,dismissed,True,False
sc_2009_insc_885,dismissed,dismissed,dismissed,dismissed,True,True
sc_2002_insc_244,dismissed,dismissed,dismissed,dismissed,True,True
sc_1989_insc_275,dismissed,dismissed,dismissed,allowed,True,False
sc_2008_insc_765,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_5713,dismissed,dismissed,dismissed,dismissed,True,True
sc_1974_insc_232,allowed,dismissed,allowed,dismissed,False,False
sc_2016_insc_864,dismissed,allowed,dismissed,allowed,False,False
sc_1995_insc_819,allowed,dismissed,allowed,dismissed,False,False
sc_1973_insc_193,dismissed,allowed,dismissed,allowed,False,False
sc_1988_insc_69,dismissed,dismissed,dismissed,dismissed,True,True
sc_2008_insc_1014,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_5763,dismissed,dismissed,dismissed,dismissed,True,True
sc_2023_insc_526,dismissed,allowed,dismissed,dismissed,False,True
sc_1996_insc_741,allowed,allowed,allowed,allowed,True,True
in_abs_train_3429,dismissed,allowed,dismissed,allowed,False,False
sc_1986_insc_64,allowed,allowed,allowed,allowed,True,True
sc_2019_insc_780,allowed,allowed,allowed,allowed,True,True
sc_1964_insc_268,dismissed,allowed,dismissed,allowed,False,False
sc_1969_insc_13,dismissed,allowed,dismissed,dismissed,False,True
sc_1976_insc_239,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6246,allowed,dismissed,allowed,dismissed,False,False
sc_1988_insc_307,allowed,dismissed,allowed,dismissed,False,False
sc_2017_insc_749,allowed,allowed,allowed,dismissed,True,False
sc_1997_insc_803,allowed,allowed,allowed,allowed,True,True
sc_1978_insc_147,dismissed,allowed,dismissed,allowed,False,False
sc_2007_insc_45,allowed,dismissed,allowed,allowed,False,True
sc_1969_insc_37,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_3058,dismissed,dismissed,dismissed,dismissed,True,True
sc_1987_insc_107,dismissed,dismissed,dismissed,dismissed,True,True
sc_1972_insc_211,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2096,dismissed,dismissed,dismissed,dismissed,True,True
sc_1987_insc_324,allowed,allowed,allowed,allowed,True,True
in_abs_train_6845,dismissed,allowed,dismissed,allowed,False,False
sc_1968_insc_39,allowed,dismissed,allowed,dismissed,False,False
sc_1975_insc_59,dismissed,dismissed,dismissed,dismissed,True,True
sc_1982_insc_58,dismissed,dismissed,dismissed,dismissed,True,True
sc_2012_insc_475,allowed,dismissed,allowed,dismissed,False,False
sc_2024_insc_323,allowed,allowed,allowed,allowed,True,True
sc_1979_insc_36,allowed,dismissed,allowed,dismissed,False,False
sc_2010_insc_520,dismissed,allowed,dismissed,allowed,False,False
sc_2005_insc_262,dismissed,dismissed,dismissed,allowed,True,False
sc_2002_insc_302,dismissed,allowed,dismissed,allowed,False,False
sc_2012_insc_488,allowed,allowed,allowed,allowed,True,True
sc_1989_insc_118,allowed,dismissed,allowed,allowed,False,True
sc_2023_insc_122,dismissed,allowed,dismissed,allowed,False,False
sc_2008_insc_86,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3601,dismissed,allowed,dismissed,allowed,False,False
sc_1968_insc_63,allowed,dismissed,allowed,dismissed,False,False
sc_2005_insc_272,allowed,dismissed,allowed,dismissed,False,False
sc_2010_insc_682,dismissed,allowed,dismissed,allowed,False,False
sc_2010_insc_422,dismissed,allowed,dismissed,allowed,False,False
sc_1995_insc_718,allowed,allowed,allowed,allowed,True,True
sc_1971_insc_317,dismissed,allowed,dismissed,dismissed,False,True
in_abs_train_2518,dismissed,dismissed,dismissed,dismissed,True,True
sc_2015_insc_737,allowed,allowed,allowed,dismissed,True,False
sc_1995_insc_701,allowed,dismissed,allowed,dismissed,False,False
sc_1971_insc_256,dismissed,allowed,dismissed,allowed,False,False
sc_2008_insc_1181,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_707,allowed,dismissed,allowed,dismissed,False,False
sc_2018_insc_225,dismissed,allowed,dismissed,dismissed,False,True
sc_2016_insc_84,allowed,dismissed,allowed,allowed,False,True
sc_1994_insc_385,allowed,allowed,allowed,allowed,True,True
in_abs_train_1300,dismissed,dismissed,dismissed,dismissed,True,True
sc_2011_insc_313,dismissed,dismissed,dismissed,dismissed,True,True
sc_1969_insc_259,dismissed,dismissed,dismissed,dismissed,True,True
sc_2009_insc_438,allowed,dismissed,allowed,dismissed,False,False
sc_1996_insc_331,dismissed,dismissed,dismissed,dismissed,True,True
sc_2015_insc_16,allowed,dismissed,allowed,dismissed,False,False
sc_1972_insc_206,dismissed,allowed,dismissed,allowed,False,False
sc_1987_insc_63,allowed,dismissed,allowed,dismissed,False,False
sc_2014_insc_177,allowed,dismissed,allowed,dismissed,False,False
sc_1984_insc_27,allowed,allowed,allowed,allowed,True,True
in_abs_train_4899,dismissed,allowed,dismissed,allowed,False,False
sc_1975_insc_110,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_1814,dismissed,dismissed,dismissed,dismissed,True,True
sc_2021_insc_203,allowed,allowed,allowed,allowed,True,True
sc_2009_insc_18,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_31,allowed,allowed,allowed,dismissed,True,False
sc_1995_insc_559,allowed,allowed,allowed,allowed,True,True
sc_1990_insc_187,allowed,allowed,allowed,dismissed,True,False
sc_2022_insc_959,dismissed,dismissed,dismissed,dismissed,True,True
sc_2004_insc_725,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3202,dismissed,allowed,dismissed,dismissed,False,True
sc_1994_insc_388,dismissed,dismissed,dismissed,dismissed,True,True
sc_1993_insc_41,allowed,allowed,allowed,allowed,True,True
sc_1961_insc_269,dismissed,allowed,dismissed,allowed,False,False
sc_1963_insc_16,dismissed,allowed,dismissed,dismissed,False,True
sc_2017_insc_890,allowed,allowed,allowed,dismissed,True,False
in_abs_train_3713,dismissed,allowed,dismissed,allowed,False,False
sc_2000_insc_598,allowed,dismissed,allowed,allowed,False,True
sc_2023_insc_1086,dismissed,dismissed,dismissed,dismissed,True,True
sc_2004_insc_512,allowed,allowed,allowed,allowed,True,True
sc_1967_insc_199,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_2174,dismissed,dismissed,dismissed,dismissed,True,True
sc_1962_insc_359,dismissed,allowed,dismissed,allowed,False,False
sc_1995_insc_39,allowed,allowed,allowed,allowed,True,True
sc_1957_insc_70,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_789,allowed,allowed,allowed,dismissed,True,False
sc_2005_insc_586,allowed,dismissed,allowed,dismissed,False,False
sc_2008_insc_758,allowed,allowed,allowed,allowed,True,True
sc_1989_insc_221,dismissed,dismissed,dismissed,allowed,True,False
in_abs_train_280,dismissed,dismissed,dismissed,dismissed,True,True
sc_1976_insc_314,dismissed,allowed,dismissed,dismissed,False,True
sc_1986_insc_124,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_6552,allowed,dismissed,allowed,dismissed,False,False
sc_1966_insc_73,allowed,dismissed,allowed,dismissed,False,False
sc_2010_insc_855,allowed,allowed,allowed,dismissed,True,False
sc_2023_insc_845,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_4776,allowed,allowed,allowed,allowed,True,True
sc_2002_insc_142,allowed,allowed,allowed,allowed,True,True
sc_2004_insc_582,dismissed,dismissed,dismissed,dismissed,True,True
sc_2010_insc_365,allowed,dismissed,allowed,dismissed,False,False
sc_1997_insc_135,allowed,dismissed,allowed,dismissed,False,False
sc_1999_insc_371,allowed,allowed,allowed,allowed,True,True
sc_2012_insc_370,allowed,allowed,allowed,allowed,True,True
sc_1999_insc_30,dismissed,allowed,dismissed,dismissed,False,True
sc_2015_insc_978,dismissed,allowed,dismissed,allowed,False,False
in_abs_train_5179,dismissed,dismissed,dismissed,dismissed,True,True
sc_2000_insc_205,dismissed,dismissed,dismissed,allowed,True,False
sc_2010_insc_749,dismissed,dismissed,dismissed,dismissed,True,True
sc_2009_insc_630,allowed,allowed,allowed,allowed,True,True
sc_2004_insc_453,allowed,allowed,allowed,allowed,True,True
sc_2019_insc_853,dismissed,dismissed,dismissed,allowed,True,False
sc_2009_insc_100,dismissed,dismissed,dismissed,dismissed,True,True
sc_2020_insc_246,dismissed,allowed,dismissed,allowed,False,False
sc_1966_insc_87,dismissed,dismissed,dismissed,dismissed,True,True
sc_1957_insc_111,dismissed,allowed,dismissed,dismissed,False,True
sc_1965_insc_137,dismissed,dismissed,dismissed,allowed,True,False
sc_2002_insc_151,dismissed,dismissed,dismissed,dismissed,True,True
sc_1993_insc_332,allowed,allowed,allowed,allowed,True,True
sc_2023_insc_180,dismissed,dismissed,dismissed,allowed,True,False
sc_2004_insc_130,dismissed,allowed,dismissed,allowed,False,False
sc_1979_insc_29,dismissed,dismissed,dismissed,allowed,True,False
sc_2004_insc_192,allowed,allowed,allowed,allowed,True,True
sc_2000_insc_373,allowed,allowed,allowed,allowed,True,True
sc_2015_insc_257,allowed,dismissed,allowed,dismissed,False,False
sc_1964_insc_53,dismissed,dismissed,dismissed,dismissed,True,True
sc_1977_insc_168,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_6282,dismissed,dismissed,dismissed,dismissed,True,True
sc_2013_insc_37,allowed,allowed,allowed,allowed,True,True
sc_1989_insc_123,dismissed,allowed,dismissed,allowed,False,False
sc_1990_insc_100,allowed,allowed,allowed,dismissed,True,False
sc_1975_insc_279,allowed,dismissed,allowed,dismissed,False,False
sc_1983_insc_39,allowed,dismissed,allowed,dismissed,False,False
sc_2019_insc_1315,dismissed,dismissed,dismissed,allowed,True,False
sc_1995_insc_119,allowed,dismissed,allowed,dismissed,False,False
sc_2006_insc_938,allowed,dismissed,allowed,dismissed,False,False
sc_2018_insc_19,allowed,dismissed,allowed,dismissed,False,False
sc_2021_insc_867,dismissed,allowed,dismissed,allowed,False,False
sc_1979_insc_102,allowed,dismissed,allowed,allowed,False,True
sc_1996_insc_1009,allowed,dismissed,allowed,allowed,False,True
sc_1960_insc_207,dismissed,dismissed,dismissed,dismissed,True,True
sc_2010_insc_675,dismissed,allowed,dismissed,allowed,False,False
sc_2004_insc_183,dismissed,dismissed,dismissed,dismissed,True,True
in_abs_train_3412,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_3176,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_7031,allowed,allowed,allowed,allowed,True,True
sc_2013_insc_801,dismissed,allowed,dismissed,allowed,False,False
sc_2010_insc_728,allowed,allowed,allowed,dismissed,True,False
sc_1990_insc_216,dismissed,allowed,dismissed,dismissed,False,True
sc_1978_insc_59,allowed,allowed,allowed,allowed,True,True
in_abs_train_3805,dismissed,dismissed,dismissed,dismissed,True,True
sc_1994_insc_288,allowed,dismissed,allowed,dismissed,False,False
sc_2015_insc_327,allowed,allowed,allowed,dismissed,True,False
sc_2017_insc_473,allowed,dismissed,allowed,dismissed,False,False
sc_1975_insc_234,allowed,allowed,allowed,allowed,True,True
sc_2009_insc_1310,dismissed,dismissed,dismissed,dismissed,True,True
sc_2017_insc_820,dismissed,allowed,dismissed,allowed,False,False
sc_1995_insc_338,allowed,dismissed,allowed,dismissed,False,False
in_abs_train_1420,dismissed,allowed,dismissed,allowed,False,False
sc_1967_insc_16,dismissed,dismissed,dismissed,dismissed,True,True
sc_2021_insc_647,allowed,allowed,allowed,allowed,True,True
sc_2020_insc_403,dismissed,allowed,dismissed,allowed,False,False
sc_1952_insc_63,dismissed,allowed,dismissed,allowed,False,False
sc_1996_insc_570,dismissed,dismissed,dismissed,dismissed,True,True
sc_2020_insc_140,allowed,dismissed,allowed,dismissed,False,False
sc_1993_insc_135,allowed,dismissed,allowed,dismissed,False,False
sc_1966_insc_126,dismissed,dismissed,dismissed,dismissed,True,True
