case_id,reference_outcome,pred_original_sft,reward_original_sft,R_outcome_original_sft,R_issues_original_sft,R_rules_original_sft,R_authority_original_sft,R_reasoning_original_sft,pred_sft10k,reward_sft10k,R_outcome_sft10k,R_issues_sft10k,R_rules_sft10k,R_authority_sft10k,R_reasoning_sft10k,pred_grpo,reward_grpo,R_outcome_grpo,R_issues_grpo,R_rules_grpo,R_authority_grpo,R_reasoning_grpo,original_sft_correct,sft10k_correct,grpo_correct
sc_2008_insc_226,other,other,0.382,1.0,0.0,0.0,0.0,0.4,other,0.382,1.0,0.0,0.0,0.0,0.4,other,0.382,1.0,0.0,0.0,0.0,0.4,True,True,True
sc_2012_insc_325,dismissed,allowed,0.1490837104072398,0.0,0.5,0.1538461538461538,0.1176470588235294,0.1561085972850678,allowed,0.0535837104072398,0.0,0.0,0.1538461538461538,0.1176470588235294,0.0561085972850678,dismissed,0.4355837104072398,1.0,0.0,0.1538461538461538,0.1176470588235294,0.4561085972850678,False,False,True
sc_1969_insc_262,dismissed,other,0.1888320545609548,0.0,0.6666666666666666,0.1176470588235294,0.1739130434782609,0.1888320545609548,dismissed,0.6138888888888889,1.0,0.6666666666666666,0.2222222222222222,0.1666666666666666,0.6138888888888889,allowed,0.1140694444444444,0.0,0.3333333333333333,0.1111111111111111,0.1666666666666666,0.1194444444444444,False,True,False
sc_2011_insc_463,dismissed,dismissed,0.5889166666666668,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6166666666666667,dismissed,0.5889166666666668,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6166666666666667,dismissed,0.6525833333333335,1.0,1.0,0.3333333333333333,0.0,0.6833333333333335,True,True,True
sc_2009_insc_1110,allowed,allowed,0.382,1.0,0.0,0.0,0.0,0.4,allowed,0.4,1.0,0.0,0.0,0.0,0.4,allowed,0.382,1.0,0.0,0.0,0.0,0.4,True,True,True
sc_1991_insc_10,dismissed,allowed,0.214875,0.0,0.0,0.8,0.1666666666666666,0.225,allowed,0.167125,0.0,0.0,0.6,0.1666666666666666,0.175,dismissed,0.5472884615384617,1.0,0.0,0.6,0.1538461538461538,0.5730769230769232,False,False,True
sc_1996_insc_1111,allowed,allowed,0.6494000000000002,1.0,1.0,0.2,0.2,0.6800000000000002,allowed,0.6494000000000002,1.0,1.0,0.2,0.2,0.6800000000000002,allowed,0.6494000000000002,1.0,1.0,0.2,0.2,0.6800000000000002,True,True,True
sc_2000_insc_544,dismissed,other,0.1205119047619047,0.0,0.0,0.3333333333333333,0.2857142857142857,0.1261904761904762,dismissed,0.4422559523809524,1.0,0.0,0.1666666666666666,0.1428571428571428,0.4630952380952381,dismissed,0.5423035714285714,1.0,0.0,0.5,0.2857142857142857,0.5678571428571428,False,True,True
sc_2005_insc_272,allowed,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
in_abs_train_7096,dismissed,dismissed,0.4775,1.0,0.5,0.0,0.0,0.5,dismissed,0.4775,1.0,0.5,0.0,0.0,0.5,dismissed,0.4775,1.0,0.5,0.0,0.0,0.5,True,True,True
in_abs_train_1806,dismissed,other,0.0625,0.0,0.0,0.25,0.0,0.0625,allowed,0.0714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0714285714285714,allowed,0.0915208333333333,0.0,0.0,0.25,0.2222222222222222,0.0958333333333333,False,False,False
sc_1999_insc_30,dismissed,other,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,False,True,True
sc_1962_insc_256,dismissed,dismissed,0.4775,1.0,0.5,0.0,0.0,0.5,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.4775,1.0,0.5,0.0,0.0,0.5,True,True,True
sc_1975_insc_290,allowed,dismissed,0.0204642857142857,0.0,0.0,0.0,0.1428571428571428,0.0214285714285714,dismissed,0.0204642857142857,0.0,0.0,0.0,0.1428571428571428,0.0214285714285714,dismissed,0.0204642857142857,0.0,0.0,0.0,0.1428571428571428,0.0214285714285714,False,False,False
sc_2019_insc_730,other,allowed,0.0596875,0.0,0.0,0.25,0.0,0.0625,allowed,0.0625,0.0,0.0,0.25,0.0,0.0625,allowed,0.0596875,0.0,0.0,0.25,0.0,0.0625,False,False,False
in_abs_train_1082,allowed,allowed,0.620909090909091,1.0,0.5,0.3636363636363636,0.2,0.620909090909091,allowed,0.41065,1.0,0.0,0.0,0.2,0.43,allowed,0.5592055555555556,1.0,0.5,0.2222222222222222,0.2,0.5855555555555556,True,True,True
in_abs_train_6563,dismissed,allowed,0.0434090909090909,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,dismissed,0.4254090909090909,1.0,0.0,0.1818181818181818,0.0,0.4454545454545455,allowed,0.0434090909090909,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,False,True,False
sc_2018_insc_47,dismissed,other,0.1061111111111111,0.0,0.0,0.4444444444444445,0.0,0.1111111111111111,allowed,0.1790625,0.0,0.0,0.75,0.0,0.1875,dismissed,0.4881111111111112,1.0,0.0,0.4444444444444445,0.0,0.5111111111111112,False,False,True
sc_1995_insc_153,dismissed,other,0.195547619047619,0.0,0.6666666666666666,0.2857142857142857,0.0,0.2047619047619047,dismissed,0.4615833333333333,1.0,0.0,0.3333333333333333,0.0,0.4833333333333333,dismissed,0.4502142857142858,1.0,0.0,0.2857142857142857,0.0,0.4714285714285715,False,True,True
in_abs_train_6241,allowed,allowed,0.4833333333333333,1.0,0.0,0.3333333333333333,0.0,0.4833333333333333,dismissed,0.0434090909090909,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,allowed,0.4416666666666667,1.0,0.0,0.1666666666666666,0.0,0.4416666666666667,True,False,True
in_abs_train_2577,dismissed,other,0.1828142857142857,0.0,0.5,0.2857142857142857,0.1333333333333333,0.1914285714285714,dismissed,0.5648142857142857,1.0,0.5,0.2857142857142857,0.1333333333333333,0.5914285714285714,dismissed,0.5307071428571429,1.0,0.5,0.1428571428571428,0.1333333333333333,0.5557142857142857,False,True,True
sc_1978_insc_219,allowed,other,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
sc_1967_insc_47,dismissed,other,0.2676470588235294,0.0,0.6666666666666666,0.4705882352941176,0.1111111111111111,0.2676470588235294,dismissed,0.6382352941176471,1.0,0.6666666666666666,0.3529411764705882,0.1111111111111111,0.6382352941176471,dismissed,0.6376029411764707,1.0,0.6666666666666666,0.4705882352941176,0.1111111111111111,0.6676470588235295,False,True,True
sc_2015_insc_964,dismissed,dismissed,0.4703375000000001,1.0,0.0,0.25,0.2,0.4925,allowed,0.2897727272727273,0.0,1.0,0.25,0.1818181818181818,0.2897727272727273,dismissed,0.4703375000000001,1.0,0.0,0.25,0.2,0.4925,True,False,True
sc_2012_insc_517,allowed,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0318333333333333,0.0,0.0,0.0,0.2222222222222222,0.0333333333333333,dismissed,0.0883375,0.0,0.0,0.25,0.2,0.0925,False,False,False
sc_2019_insc_248,dismissed,dismissed,0.7363636363636364,1.0,1.0,0.5454545454545454,0.0,0.7363636363636364,dismissed,0.5363636363636364,1.0,0.0,0.5454545454545454,0.0,0.5363636363636364,dismissed,0.690909090909091,1.0,1.0,0.3636363636363636,0.0,0.690909090909091,True,True,True
sc_2000_insc_573,dismissed,dismissed,0.6723585858585859,1.0,0.0,0.888888888888889,0.5454545454545454,0.704040404040404,dismissed,0.6723585858585859,1.0,0.0,0.888888888888889,0.5454545454545454,0.704040404040404,dismissed,0.6723585858585859,1.0,0.0,0.888888888888889,0.5454545454545454,0.704040404040404,True,True,True
sc_2014_insc_72,other,other,0.382,1.0,0.0,0.0,0.0,0.4,other,0.42975,1.0,0.0,0.2,0.0,0.45,dismissed,0.04775,0.0,0.0,0.2,0.0,0.05,True,True,False
sc_2011_insc_374,dismissed,dismissed,0.4,1.0,0.0,0.0,0.0,0.4,allowed,0.0434090909090909,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,True,False,True
sc_1957_insc_50,other,dismissed,0.2950267857142857,0.0,1.0,0.2857142857142857,0.25,0.3089285714285714,other,0.7144230769230769,1.0,1.0,0.3076923076923076,0.25,0.7144230769230769,dismissed,0.2633071428571428,0.0,1.0,0.1428571428571428,0.2666666666666666,0.2757142857142857,False,True,False
sc_1973_insc_174,dismissed,dismissed,0.6260555555555557,1.0,1.0,0.2222222222222222,0.0,0.6555555555555557,dismissed,0.6260555555555557,1.0,1.0,0.2222222222222222,0.0,0.6555555555555557,dismissed,0.6260555555555557,1.0,1.0,0.2222222222222222,0.0,0.6555555555555557,True,True,True
sc_1965_insc_41,allowed,allowed,0.5035454545454545,1.0,0.0,0.4,0.1818181818181818,0.5272727272727272,dismissed,0.1215454545454545,0.0,0.0,0.4,0.1818181818181818,0.1272727272727273,allowed,0.5272727272727272,1.0,0.0,0.4,0.1818181818181818,0.5272727272727272,True,False,True
sc_2015_insc_582,dismissed,other,0.0318333333333333,0.0,0.0,0.0,0.2222222222222222,0.0333333333333333,dismissed,0.4138333333333334,1.0,0.0,0.0,0.2222222222222222,0.4333333333333333,allowed,0.100047619047619,0.0,0.0,0.2857142857142857,0.2222222222222222,0.1047619047619047,False,True,False
sc_1987_insc_113,allowed,allowed,0.6555555555555557,1.0,1.0,0.2222222222222222,0.0,0.6555555555555557,dismissed,0.2440555555555556,0.0,1.0,0.2222222222222222,0.0,0.2555555555555556,allowed,0.6260555555555557,1.0,1.0,0.2222222222222222,0.0,0.6555555555555557,True,False,True
sc_2007_insc_1142,allowed,other,0.191,0.0,1.0,0.0,0.0,0.2,allowed,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,allowed,0.5093333333333334,1.0,0.6666666666666666,0.0,0.0,0.5333333333333333,False,True,True
sc_2004_insc_451,allowed,other,0.191,0.0,1.0,0.0,0.0,0.2,allowed,0.616409090909091,1.0,1.0,0.1818181818181818,0.0,0.6454545454545455,dismissed,0.1273333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,False,True,False
sc_1971_insc_91,allowed,dismissed,0.0769305555555555,0.0,0.0,0.2222222222222222,0.1666666666666666,0.0805555555555555,dismissed,0.0769305555555555,0.0,0.0,0.2222222222222222,0.1666666666666666,0.0805555555555555,dismissed,0.0769305555555555,0.0,0.0,0.2222222222222222,0.1666666666666666,0.0805555555555555,False,False,False
sc_1975_insc_179,allowed,allowed,0.6275714285714287,1.0,0.0,0.8571428571428571,0.2857142857142857,0.6571428571428571,allowed,0.6275714285714287,1.0,0.0,0.8571428571428571,0.2857142857142857,0.6571428571428571,allowed,0.6275714285714287,1.0,0.0,0.8571428571428571,0.2857142857142857,0.6571428571428571,True,True,True
in_abs_train_5973,allowed,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
sc_1986_insc_5,dismissed,other,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,False,True,True
sc_2016_insc_521,other,other,0.4584000000000001,1.0,0.4,0.0,0.0,0.48,other,0.42975,1.0,0.0,0.2,0.0,0.45,dismissed,0.0764,0.0,0.4,0.0,0.0,0.08,True,True,False
sc_2023_insc_674,dismissed,other,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.5623888888888889,1.0,0.6666666666666666,0.2222222222222222,0.0,0.5888888888888889,dismissed,0.5623888888888889,1.0,0.6666666666666666,0.2222222222222222,0.0,0.5888888888888889,False,True,True
sc_2010_insc_60,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
sc_1996_insc_655,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.5252500000000001,1.0,0.0,0.6,0.0,0.55,False,True,True
sc_1996_insc_1134,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,False,True,True
sc_1966_insc_235,dismissed,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.4350555555555556,1.0,0.0,0.2222222222222222,0.0,0.4555555555555556,dismissed,0.4881111111111112,1.0,0.0,0.4444444444444445,0.0,0.5111111111111112,True,True,True
sc_2003_insc_566,dismissed,dismissed,0.4775,1.0,0.5,0.0,0.0,0.5,dismissed,0.4775,1.0,0.5,0.0,0.0,0.5,dismissed,0.5,1.0,0.5,0.0,0.0,0.5,True,True,True
sc_2012_insc_218,allowed,other,0.0625090909090909,0.0,0.0,0.1818181818181818,0.1333333333333333,0.0654545454545454,dismissed,0.02,0.0,0.0,0.0,0.1333333333333333,0.02,dismissed,0.0625090909090909,0.0,0.0,0.1818181818181818,0.1333333333333333,0.0654545454545454,False,False,False
in_abs_train_1301,dismissed,other,0.0142857142857142,0.0,0.0,0.0,0.0952380952380952,0.0142857142857142,dismissed,0.4142857142857143,1.0,0.0,0.0,0.0952380952380952,0.4142857142857143,allowed,0.0142857142857142,0.0,0.0,0.0,0.0952380952380952,0.0142857142857142,False,True,False
sc_1990_insc_111,dismissed,allowed,0.1666666666666666,0.0,0.0,0.6666666666666666,0.0,0.1666666666666666,dismissed,0.4615833333333333,1.0,0.0,0.3333333333333333,0.0,0.4833333333333333,dismissed,0.5666666666666667,1.0,0.0,0.6666666666666666,0.0,0.5666666666666667,False,True,True
in_abs_train_280,dismissed,other,0.1787878787878787,0.0,0.6666666666666666,0.1818181818181818,0.0,0.1787878787878787,dismissed,0.5527424242424243,1.0,0.6666666666666666,0.1818181818181818,0.0,0.5787878787878787,dismissed,0.5787878787878787,1.0,0.6666666666666666,0.1818181818181818,0.0,0.5787878787878787,False,True,True
sc_2012_insc_560,dismissed,dismissed,0.4730433333333333,1.0,0.0,0.3333333333333333,0.08,0.4953333333333333,dismissed,0.4726025641025642,1.0,0.0,0.3333333333333333,0.0769230769230769,0.4948717948717949,dismissed,0.4726025641025642,1.0,0.0,0.3333333333333333,0.0769230769230769,0.4948717948717949,True,True,True
in_abs_train_7021,allowed,other,0.0434090909090909,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,allowed,0.4254090909090909,1.0,0.0,0.1818181818181818,0.0,0.4454545454545455,allowed,0.4254090909090909,1.0,0.0,0.1818181818181818,0.0,0.4454545454545455,False,True,True
in_abs_train_4520,dismissed,allowed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.4,1.0,0.0,0.0,0.0,0.4,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,False,True,True
sc_2019_insc_750,allowed,allowed,0.501375,1.0,0.0,0.5,0.0,0.525,dismissed,0.119375,0.0,0.0,0.5,0.0,0.125,allowed,0.501375,1.0,0.0,0.5,0.0,0.525,True,False,True
sc_2008_insc_280,allowed,other,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
sc_2022_insc_865,allowed,dismissed,0.0397916666666666,0.0,0.0,0.1666666666666666,0.0,0.0416666666666666,allowed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.0397916666666666,0.0,0.0,0.1666666666666666,0.0,0.0416666666666666,False,True,False
sc_2014_insc_321,dismissed,other,0.0848888888888889,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0888888888888888,allowed,0.0848888888888889,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0888888888888888,dismissed,0.4668888888888889,1.0,0.0,0.2222222222222222,0.2222222222222222,0.4888888888888889,False,False,True
sc_1971_insc_122,dismissed,other,0.1591666666666667,0.0,0.5,0.2666666666666666,0.0,0.1666666666666666,dismissed,0.625,1.0,0.5,0.5,0.0,0.625,dismissed,0.6,1.0,0.6666666666666666,0.2666666666666666,0.0,0.6,False,True,True
sc_1992_insc_37,allowed,other,0.1967878787878788,0.0,0.6666666666666666,0.1818181818181818,0.1818181818181818,0.206060606060606,dismissed,0.2401969696969697,0.0,0.6666666666666666,0.3636363636363636,0.1818181818181818,0.2515151515151515,dismissed,0.206060606060606,0.0,0.6666666666666666,0.1818181818181818,0.1818181818181818,0.206060606060606,False,False,False
sc_2016_insc_101,allowed,dismissed,0.0530555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,dismissed,0.0530555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,dismissed,0.0555555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,False,False,False
sc_1968_insc_228,dismissed,other,0.1541022727272727,0.0,0.0,0.5454545454545454,0.1666666666666666,0.1613636363636363,allowed,0.1159090909090909,0.0,0.0,0.3636363636363636,0.1666666666666666,0.1159090909090909,allowed,0.1541022727272727,0.0,0.0,0.5454545454545454,0.1666666666666666,0.1613636363636363,False,False,False
sc_1994_insc_175,dismissed,other,0.1482110389610389,0.0,0.0,0.3636363636363636,0.4285714285714285,0.1551948051948052,dismissed,0.5736201298701299,1.0,0.0,0.5454545454545454,0.4285714285714285,0.6006493506493507,dismissed,0.530211038961039,1.0,0.0,0.3636363636363636,0.4285714285714285,0.5551948051948052,False,True,True
sc_2005_insc_586,allowed,allowed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.1333333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False
sc_1989_insc_335,dismissed,allowed,0.071625,0.0,0.0,0.2,0.1666666666666666,0.075,dismissed,0.5777750000000001,1.0,0.4,0.4,0.1666666666666666,0.6050000000000001,dismissed,0.453625,1.0,0.0,0.2,0.1666666666666666,0.475,False,True,True
sc_1996_insc_1503,allowed,other,0.2,0.0,1.0,0.0,0.0,0.2,dismissed,0.191,0.0,1.0,0.0,0.0,0.2,allowed,0.5730000000000002,1.0,1.0,0.0,0.0,0.6000000000000001,False,False,True
sc_2004_insc_725,dismissed,dismissed,0.5961515151515152,1.0,0.6666666666666666,0.3636363636363636,0.0,0.6242424242424243,dismissed,0.5787878787878787,1.0,0.6666666666666666,0.1818181818181818,0.0,0.5787878787878787,dismissed,0.5527424242424243,1.0,0.6666666666666666,0.1818181818181818,0.0,0.5787878787878787,True,True,True
sc_2002_insc_151,dismissed,dismissed,0.4775,1.0,0.0,0.4,0.0,0.5,dismissed,0.5252500000000001,1.0,0.0,0.6,0.0,0.55,dismissed,0.4775,1.0,0.0,0.4,0.0,0.5,True,True,True
sc_1995_insc_516,allowed,dismissed,0.0555555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,dismissed,0.0555555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,dismissed,0.0555555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,False,False,False
sc_2002_insc_167,allowed,dismissed,0.04775,0.0,0.0,0.0,0.3333333333333333,0.0499999999999999,dismissed,0.0499999999999999,0.0,0.0,0.0,0.3333333333333333,0.0499999999999999,allowed,0.5093333333333334,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5333333333333333,False,False,True
sc_2010_insc_126,allowed,dismissed,0.310375,0.0,1.0,0.4,0.1666666666666666,0.325,dismissed,0.3125454545454546,0.0,1.0,0.4,0.1818181818181818,0.3272727272727273,dismissed,0.3151500000000001,0.0,1.0,0.4,0.2,0.33,False,False,False
sc_1997_insc_801,dismissed,dismissed,0.4517884615384616,1.0,0.0,0.2,0.1538461538461538,0.473076923076923,dismissed,0.473076923076923,1.0,0.0,0.2,0.1538461538461538,0.473076923076923,dismissed,0.4517884615384616,1.0,0.0,0.2,0.1538461538461538,0.473076923076923,True,True,True
sc_1996_insc_1259,dismissed,dismissed,0.5411666666666667,1.0,0.0,0.6666666666666665,0.0,0.5666666666666667,dismissed,0.6366666666666667,1.0,0.5,0.6666666666666665,0.0,0.6666666666666666,dismissed,0.5122272727272728,1.0,0.0,0.5454545454545454,0.0,0.5363636363636364,True,True,True
sc_1997_insc_747,other,other,0.382,1.0,0.0,0.0,0.0,0.4,other,0.4161071428571429,1.0,0.0,0.1428571428571428,0.0,0.4357142857142857,dismissed,0.0341071428571428,0.0,0.0,0.1428571428571428,0.0,0.0357142857142857,True,True,False
sc_2017_insc_301,other,other,0.4322631578947369,1.0,0.0,0.2105263157894736,0.0,0.4526315789473684,other,0.4775,1.0,0.0,0.4,0.0,0.5,allowed,0.0530555555555555,0.0,0.0,0.2222222222222222,0.0,0.0555555555555555,True,True,False
sc_2014_insc_680,allowed,dismissed,0.05,0.0,0.0,0.2,0.0,0.05,dismissed,0.0955,0.0,0.0,0.4,0.0,0.1,dismissed,0.04775,0.0,0.0,0.2,0.0,0.05,False,False,False
in_abs_train_5752,allowed,other,0.21965,0.0,1.0,0.0,0.2,0.23,dismissed,0.3223125,0.0,1.0,0.25,0.5,0.3375,allowed,0.6685000000000001,1.0,1.0,0.25,0.25,0.7000000000000001,False,False,True
sc_1968_insc_204,allowed,allowed,0.4769230769230769,1.0,0.0,0.3076923076923076,0.0,0.4769230769230769,allowed,0.4,1.0,0.0,0.0,0.0,0.4,dismissed,0.0769230769230769,0.0,0.0,0.3076923076923076,0.0,0.0769230769230769,True,True,False
sc_1997_insc_359,other,other,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,other,0.382,1.0,0.0,0.0,0.0,0.4,True,False,True
sc_2008_insc_1017,dismissed,allowed,0.2069166666666667,0.0,0.6666666666666666,0.3333333333333333,0.0,0.2166666666666666,dismissed,0.5460641025641025,1.0,0.6666666666666666,0.1538461538461538,0.0,0.5717948717948718,dismissed,0.575,1.0,0.6666666666666666,0.1666666666666666,0.0,0.575,False,True,True
in_abs_train_222,allowed,dismissed,0.1640641025641026,0.0,0.6666666666666666,0.1538461538461538,0.0,0.1717948717948718,dismissed,0.167125,0.0,0.6666666666666666,0.1666666666666666,0.0,0.175,dismissed,0.0367307692307692,0.0,0.0,0.1538461538461538,0.0,0.0384615384615384,False,False,False
sc_2007_insc_68,allowed,allowed,0.453625,1.0,0.0,0.2,0.1666666666666666,0.475,dismissed,0.0682142857142857,0.0,0.0,0.2,0.1428571428571428,0.0714285714285714,allowed,0.4502142857142857,1.0,0.0,0.2,0.1428571428571428,0.4714285714285714,True,False,True
sc_1978_insc_106,dismissed,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,dismissed,0.382,1.0,0.0,0.0,0.0,0.4,True,True,True
sc_2009_insc_604,allowed,allowed,0.42975,1.0,0.0,0.2,0.0,0.45,other,0.0596875,0.0,0.0,0.25,0.0,0.0625,allowed,0.4555555555555556,1.0,0.0,0.2222222222222222,0.0,0.4555555555555556,True,False,True
in_abs_train_2910,other,dismissed,0.0694545454545454,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0727272727272727,dismissed,0.0694545454545454,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0727272727272727,dismissed,0.1389090909090909,0.0,0.0,0.3636363636363636,0.3636363636363636,0.1454545454545454,False,False,False
sc_2008_insc_1460,allowed,allowed,0.4254090909090909,1.0,0.0,0.1818181818181818,0.0,0.4454545454545455,allowed,0.4254090909090909,1.0,0.0,0.1818181818181818,0.0,0.4454545454545455,dismissed,0.0434090909090909,0.0,0.0,0.1818181818181818,0.0,0.0454545454545454,True,True,False
sc_2004_insc_105,allowed,allowed,0.4775,1.0,0.5,0.0,0.0,0.5,dismissed,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.4775,1.0,0.5,0.0,0.0,0.5,True,False,True
sc_1967_insc_114,dismissed,dismissed,0.5411111111111112,1.0,0.0,0.4444444444444445,0.2,0.5411111111111112,dismissed,0.7522222222222222,1.0,0.5,0.888888888888889,0.2,0.7522222222222222,dismissed,0.4637055555555556,1.0,0.0,0.2222222222222222,0.2,0.4855555555555556,True,True,True
sc_2011_insc_398,dismissed,allowed,0.1606060606060606,0.0,0.6666666666666666,0.0,0.1818181818181818,0.1606060606060606,allowed,0.2828282828282829,0.0,1.0,0.2222222222222222,0.1818181818181818,0.2828282828282829,allowed,0.2272727272727273,0.0,1.0,0.0,0.1818181818181818,0.2272727272727273,False,False,False
sc_1995_insc_64,allowed,other,0.0958333333333333,0.0,0.0,0.25,0.2222222222222222,0.0958333333333333,dismissed,0.1,0.0,0.0,0.25,0.25,0.1,allowed,0.4958333333333333,1.0,0.0,0.25,0.2222222222222222,0.4958333333333333,False,False,True
in_abs_train_5810,dismissed,other,0.0682142857142857,0.0,0.0,0.2857142857142857,0.0,0.0714285714285714,other,0.0,0.0,0.0,0.0,0.0,0.0,other,0.0955,0.0,0.0,0.4,0.0,0.1,False,False,False
sc_1993_insc_277,dismissed,dismissed,0.6188888888888889,1.0,0.6666666666666666,0.2222222222222222,0.2,0.6188888888888889,dismissed,0.6411111111111112,1.0,0.5,0.4444444444444445,0.2,0.6411111111111112,dismissed,0.6440944444444445,1.0,0.6666666666666666,0.4444444444444445,0.2,0.6744444444444445,True,True,True
sc_2012_insc_544,allowed,other,0.0,0.0,0.0,0.0,0.0,0.0,allowed,0.382,1.0,0.0,0.0,0.0,0.4,allowed,0.382,1.0,0.0,0.0,0.0,0.4,False,True,True
in_abs_train_954,dismissed,other,0.023875,0.0,0.0,0.0,0.1666666666666666,0.0249999999999999,dismissed,0.7422954545454546,1.0,1.0,0.6,0.1818181818181818,0.7772727272727273,dismissed,0.6446250000000002,1.0,1.0,0.2,0.1666666666666666,0.6750000000000002,False,True,True
sc_2007_insc_166,dismissed,allowed,0.1389090909090909,0.0,0.5,0.1818181818181818,0.0,0.1454545454545454,allowed,0.1333333333333333,0.0,0.6666666666666666,0.0,0.0,0.1333333333333333,allowed,0.1787878787878787,0.0,0.6666666666666666,0.1818181818181818,0.0,0.1787878787878787,False,False,False
sc_1976_insc_90,dismissed,other,0.2745625,0.0,1.0,0.2,0.25,0.2875,other,0.1958333333333333,0.0,0.5,0.25,0.2222222222222222,0.1958333333333333,dismissed,0.6618680555555557,1.0,1.0,0.2222222222222222,0.25,0.6930555555555556,False,False,True
sc_1978_insc_80,allowed,allowed,0.4320238095238095,1.0,0.0,0.1428571428571428,0.1111111111111111,0.4523809523809524,allowed,0.469047619047619,1.0,0.0,0.1428571428571428,0.2222222222222222,0.469047619047619,other,0.0500238095238095,0.0,0.0,0.1428571428571428,0.1111111111111111,0.0523809523809523,True,True,False
sc_2002_insc_184,dismissed,other,0.2546666666666666,0.0,0.5,0.6666666666666665,0.0,0.2666666666666666,other,0.3222222222222222,0.0,0.5,0.888888888888889,0.0,0.3222222222222222,dismissed,0.6897222222222222,1.0,0.5,0.888888888888889,0.0,0.7222222222222222,False,False,True
sc_1989_insc_123,dismissed,dismissed,0.5809583333333335,1.0,0.6666666666666666,0.2,0.1666666666666666,0.6083333333333334,dismissed,0.525,1.0,0.0,0.4,0.1666666666666666,0.525,dismissed,0.5809583333333335,1.0,0.6666666666666666,0.2,0.1666666666666666,0.6083333333333334,True,True,True
